-BEGIN HEADER-,,,,,,,,,,
2021,6,10,3,25.89,20.14,0.29,0,0,98.77,5.29
2021,6,10,4,25.69,20.08,0.17,0,0,98.76,4.5
2021,6,10,5,25.55,20.02,0.08,10.15,6.62,98.78,3.53
2021,6,10,6,26.08,20.08,0.03,54.4,83.55,98.83,2.57
2021,6,10,7,26.95,19.78,0.01,165.51,229.1,98.88,1.64
2021,6,10,8,28.62,19.04,0.01,298.61,400.5,98.89,0.78
2021,6,10,9,29.9,18.68,0.33,448.44,577.5,98.88,0.64
2021,6,10,10,30.76,18.62,0.47,607.76,712.2,98.84,1.27
2021,6,10,11,31.3,18.62,0.7,588.05,797.3,98.77,1.89
2021,6,10,12,31.47,18.62,0.62,538.85,806.38,98.7,2.39
2021,6,10,13,31.39,18.62,0.43,517.43,748.15,98.63,2.67
2021,6,10,14,30.99,18.68,0.25,220.28,630.95,98.57,2.8
2021,6,10,15,30.44,18.98,0.13,100.57,475.3,98.53,2.63
2021,6,10,16,29.85,19.23,0.11,47.74,288.3,98.52,2.22
2021,6,10,17,29.17,19.78,0.14,22.49,125.5,98.55,1.85
2021,6,10,18,28.43,20.2,0.19,12.11,20.05,98.61,1.53
2021,6,10,19,27.68,20.87,0.17,0,0,98.68,1.26
2021,6,10,20,27.31,21,0.2,0,0,98.72,1.15
2021,6,10,21,27.01,21,0.19,0,0,98.76,1.32
2021,6,10,22,26.7,20.87,0.18,0,0,98.77,1.56
2021,6,10,23,26.44,20.69,0.19,0,0,98.74,1.52
2021,6,11,0,26.23,20.69,0.2,0,0,98.69,1.17
2021,6,11,1,26.07,20.69,0.17,0,0,98.64,0.74
2021,6,11,2,25.96,20.63,0.13,0,0,98.59,0.8
2021,6,11,3,25.86,20.57,0.09,0,0,98.56,1.34
2021,6,11,4,25.74,20.39,0.23,0,0,98.53,1.95
2021,6,11,5,25.66,20.2,0.23,9.51,6.33,98.54,2.47
2021,6,11,6,25.88,20.08,0.09,59.29,79.02,98.57,2.79
2021,6,11,7,26.26,20.2,0.1,171.35,217.48,98.6,2.93
2021,6,11,8,27.2,20.32,0.08,302.38,371.5,98.63,3.6
2021,6,11,9,28.51,20.08,0.02,433.81,526.9,98.65,4.09
2021,6,11,10,29.43,19.53,0.02,492.23,665.08,98.67,4.22
2021,6,11,11,30.02,19.29,0.04,562.12,743.98,98.65,4.39
2021,6,11,12,30.27,19.04,0.05,581.55,763.02,98.59,4.49
2021,6,11,13,30.52,18.92,0.07,457.48,724.7,98.51,4.31
2021,6,11,14,30.69,18.92,0.07,336.64,640.5,98.43,3.9
2021,6,11,15,30.77,18.98,0.08,136.52,488.08,98.39,3.36
2021,6,11,16,30.63,19.04,0.11,115.68,311.02,98.38,2.76
2021,6,11,17,30.05,19.47,0.11,67.42,140.15,98.42,2.24
2021,6,11,18,29.05,20.26,0.11,18.12,22.67,98.49,1.9
2021,6,11,19,27.98,21.18,0.18,0,0,98.56,1.89
2021,6,11,20,27.5,21.06,0.28,0,0,98.61,2.2
2021,6,11,21,27.09,20.87,0.33,0,0,98.67,2.49
2021,6,11,22,26.75,20.63,0.34,0,0,98.7,2.57
2021,6,11,23,26.48,20.51,0.31,0,0,98.69,2.42
2021,6,12,0,26.3,20.32,0.27,0,0,98.64,2.01
2021,6,12,1,26.1,20.2,0.19,0,0,98.59,1.44
2021,6,12,2,25.79,20.2,0.12,0,0,98.54,1.1
2021,6,12,3,25.55,20.08,0.08,0,0,98.53,1.38
2021,6,12,4,25.47,20.02,0.06,0,0,98.54,1.98
2021,6,12,5,25.44,19.96,0.07,9.6,6.75,98.58,2.51
2021,6,12,6,26.31,20.02,0.17,69.45,86.62,98.64,2.54
2021,6,12,7,27.37,20.14,0.4,191.66,243.6,98.68,2.05
2021,6,12,8,28.54,20.14,0.82,363.48,444.98,98.73,1.92
2021,6,12,9,29.41,19.96,1.22,509.45,623.55,98.76,1.81
2021,6,12,10,30.16,19.84,1.23,580.03,757.38,98.76,1.49
2021,6,12,11,30.67,19.78,1.04,553.77,832.6,98.73,1.15
2021,6,12,12,30.94,19.84,0.91,601.91,836.92,98.68,0.92
2021,6,12,13,31.05,20.02,0.74,534.73,769.88,98.61,0.76
2021,6,12,14,31.06,20.2,0.53,327.54,646.12,98.55,0.55
2021,6,12,15,31.05,20.26,0.35,239.7,477.25,98.52,0.39
2021,6,12,16,30.69,20.51,0.18,65.73,290.2,98.51,0.19
2021,6,12,17,30.16,21.24,0.12,36.68,123.35,98.54,0.44
2021,6,12,18,29.32,21.73,0.07,12.41,19.98,98.59,1.01
2021,6,12,19,28.42,22.46,0.02,0,0,98.65,1.57
2021,6,12,20,28.04,22.09,0.01,0,0,98.71,2.06
2021,6,12,21,27.68,21.79,0.01,0,0,98.76,2.59
2021,6,12,22,27.33,21.55,0,0,0,98.78,3.1
2021,6,12,23,27.01,21.3,0,0,0,98.75,3.38
2021,6,13,0,26.72,21.12,0,0,0,98.71,3.5
2021,6,13,1,26.44,20.94,0,0,0,98.65,3.41
2021,6,13,2,26.18,20.81,0.01,0,0,98.62,3.1
2021,6,13,3,25.96,20.69,0.01,0,0,98.6,2.75
2021,6,13,4,25.87,20.63,0.02,0,0,98.61,2.41
2021,6,13,5,25.9,20.69,0.04,8.98,6.1,98.65,2.1
2021,6,13,6,26.69,20.63,0.12,64.77,76.52,98.7,2.1
2021,6,13,7,27.8,20.57,0.12,171.16,212.83,98.75,2.74
2021,6,13,8,29.02,20.51,0.18,312.5,393.27,98.77,3.83
2021,6,13,9,30.15,20.45,0.11,434.6,579.23,98.77,4.61
2021,6,13,10,31.13,20.45,0.2,455.16,724.08,98.75,4.97
2021,6,13,11,31.73,20.45,0.33,508.07,802.8,98.7,5.3
2021,6,13,12,31.98,20.51,0.45,492.8,901.77,98.63,5.48
2021,6,13,13,31.87,20.63,0.64,441.48,840.6,98.55,5.63
2021,6,13,14,31.36,20.87,0.94,320.33,723.9,98.49,5.84
2021,6,13,15,30.6,21.12,1,75.45,555.65,98.45,5.99
2021,6,13,16,29.98,21.36,0.87,62.27,357.65,98.44,5.97
2021,6,13,17,29.38,21.73,0.59,35.3,162.48,98.47,5.62
2021,6,13,18,28.51,22.22,0.36,13.73,25.58,98.53,5.41
2021,6,13,19,27.77,22.16,0.19,0,0,98.61,5.76
2021,6,13,20,27.49,22.03,0.08,0,0,98.67,5.9
2021,6,13,21,27.26,21.91,0.03,0,0,98.72,6
2021,6,13,22,27.03,21.79,0.01,0,0,98.72,5.94
2021,6,13,23,26.87,21.73,0.02,0,0,98.67,5.91
2021,6,14,0,26.73,21.55,0.03,0,0,98.6,5.96
2021,6,14,1,26.58,21.42,0.09,0,0,98.54,6.13
2021,6,14,2,26.47,21.24,0.29,0,0,98.49,6.26
2021,6,14,3,26.34,21.18,0.49,0,0,98.46,6.2
2021,6,14,4,26.26,21,0.46,0,0,98.44,6.2
2021,6,14,5,26.2,20.87,0.41,9.67,7.7,98.46,6
2021,6,14,6,26.93,21.18,0.39,41.53,101.25,98.51,5.2
2021,6,14,7,28.04,21.18,0.41,138.27,274.77,98.57,5
2021,6,14,8,29.35,20.87,0.44,282.15,465.23,98.6,4.31
2021,6,14,9,30.73,20.81,1.47,407.08,632.8,98.59,3.68
2021,6,14,10,31.9,20.81,1.57,527.59,764.55,98.55,3.57
2021,6,14,11,32.62,20.87,1.52,547.15,842.7,98.49,3.99
2021,6,14,12,32.92,20.81,1.31,576.61,925.08,98.4,4.48
2021,6,14,13,32.92,20.81,1.11,525.32,866.6,98.3,4.88
2021,6,14,14,32.8,20.94,0.93,428.47,740.88,98.23,5.2
2021,6,14,15,32.33,21.12,0.73,350.73,568.8,98.18,5.47
2021,6,14,16,31.48,21.36,0.53,205.08,352.7,98.17,5.81
2021,6,14,17,30.4,21.97,0.38,87.43,155.02,98.2,6.05
2021,6,14,18,29.12,22.4,0.27,20.97,24.25,98.25,6.44
2021,6,14,19,28.29,22.28,0.2,0,0,98.33,6.86
2021,6,14,20,27.91,22.28,0.17,0,0,98.4,6.74
2021,6,14,21,27.66,22.28,0.18,0,0,98.45,6.65
2021,6,14,22,27.52,22.22,0.13,0,0,98.47,6.39
2021,6,14,23,27.36,22.16,0.19,0,0,98.43,5.84
2021,6,15,0,27.14,21.97,0.19,0,0,98.39,5.57
2021,6,15,1,26.91,21.67,0.21,0,0,98.34,5.36
2021,6,15,2,26.65,21.42,0.34,0,0,98.3,5.09
2021,6,15,3,26.42,21.12,0.32,0,0,98.3,5.06
2021,6,15,4,26.27,20.87,0.25,0,0,98.31,5.2
2021,6,15,5,26.18,20.69,0.3,7.6,6.33,98.34,5.2
2021,6,15,6,26.82,20.81,0.36,23.75,83.62,98.42,4.67
2021,6,15,7,27.7,20.94,0.45,115.81,243.6,98.48,3.93
2021,6,15,8,29.08,21,0.46,201.88,437.25,98.53,4.16
2021,6,15,9,30.4,20.45,1.01,195.55,616.15,98.55,4.08
2021,6,15,10,31.36,20.02,1.01,192.34,751.4,98.54,4.11
2021,6,15,11,32.13,19.78,0.82,231.35,832.42,98.49,4.4
2021,6,15,12,32.7,19.59,0.76,223.25,834.15,98.42,4.48
2021,6,15,13,32.92,19.35,0.94,238.59,761.6,98.35,4.36
2021,6,15,14,32.71,19.17,1.16,171.12,619,98.3,4.31
2021,6,15,15,32.18,19.23,1.43,126.34,451.83,98.29,4.11
2021,6,15,16,31.29,19.9,1.74,104.44,274.1,98.3,4.14
2021,6,15,17,30.3,20.39,1.98,56.2,123.52,98.33,4.53
2021,6,15,18,28.87,21.36,1.73,12.91,21.4,98.38,4.78
2021,6,15,19,27.94,21.42,1.59,0,0,98.45,4.95
2021,6,15,20,27.56,21.24,2.25,0,0,98.54,4.95
2021,6,15,21,27.15,20.94,2.51,0,0,98.6,5.43
2021,6,15,22,26.76,20.63,1.74,0,0,98.59,6
2021,6,15,23,26.45,20.39,0.73,0,0,98.52,6
2021,6,16,0,26.19,20.32,0.55,0,0,98.47,5.54
2021,6,16,1,26.06,20.26,0.83,0,0,98.44,5.33
2021,6,16,2,25.99,20.2,1.86,0,0,98.43,5.34
2021,6,16,3,25.91,20.08,3.6,0,0,98.44,5.81
2021,6,16,4,25.87,19.96,4.91,0,0,98.46,6.21
2021,6,16,5,25.75,19.96,4.88,8.08,6.48,98.5,5.84
2021,6,16,6,26.36,20.26,3.78,14.46,82.23,98.56,5.43
2021,6,16,7,27.18,20.63,2.84,37.96,231.98,98.65,4.71
2021,6,16,8,28.3,21.06,2.19,98.66,408.58,98.72,5.05
2021,6,16,9,29.3,21.12,0.46,171.16,586,98.76,5.56
2021,6,16,10,29.97,20.63,0.48,287.47,726.1,98.77,6.09
2021,6,16,11,30.29,20.26,0.6,316.49,806.1,98.74,6.42
2021,6,16,12,30.58,20.14,0.69,365.66,823.55,98.68,6.68
2021,6,16,13,30.65,20.08,0.71,187.06,770.75,98.6,6.75
2021,6,16,14,30.4,20.2,0.69,170.67,662.77,98.54,6.63
2021,6,16,15,29.83,20.51,0.63,108.23,511.2,98.48,6.39
2021,6,16,16,28.94,21.06,0.55,81.42,319.12,98.45,5.75
2021,6,16,17,28.08,21.48,0.5,44.55,143.95,98.46,5.4
2021,6,16,18,27.33,21.36,0.57,16.73,24,98.5,6.02
2021,6,16,19,26.83,21.06,0.68,0,0,98.54,6.78
2021,6,16,20,26.52,20.94,0.74,0,0,98.57,7.16
2021,6,16,21,26.37,20.81,0.77,0,0,98.58,7.28
2021,6,16,22,26.25,20.75,0.86,0,0,98.57,7.4
2021,6,16,23,26.21,20.63,1.05,0,0,98.52,8.31
2021,6,17,0,26.13,20.51,1.39,0,0,98.49,9.75
2021,6,17,1,26.06,20.39,1.69,0,0,98.47,10.43
2021,6,17,2,26,20.32,1.66,0,0,98.49,9.94
2021,6,17,3,25.94,20.2,1.73,0,0,98.51,8.89
2021,6,17,4,25.86,20.08,2.01,0,0,98.53,8.06
2021,6,17,5,25.76,19.96,2.2,8.05,6.42,98.56,7.9
2021,6,17,6,25.87,19.96,1.87,27.42,86.58,98.62,7.94
2021,6,17,7,26.23,20.08,1.26,97.98,245.12,98.69,7.77
2021,6,17,8,26.81,20.26,0.83,160.12,435,98.75,7.28
2021,6,17,9,27.58,20.32,0.96,214.78,611,98.79,7.1
2021,6,17,10,28.48,20.14,1,159.09,742.3,98.82,6.91
2021,6,17,11,29.3,19.96,1.14,186.38,813.73,98.81,6.64
2021,6,17,12,29.71,19.96,1.24,112.54,840.75,98.76,6.63
2021,6,17,13,29.84,20.02,1.36,116.18,794.83,98.71,6.89
2021,6,17,14,29.7,20.26,1.6,88.88,675.58,98.66,7.21
2021,6,17,15,29.34,20.57,1.79,86.96,507.83,98.64,7.35
2021,6,17,16,28.73,20.51,1.95,93.91,324.65,98.65,7.73
2021,6,17,17,27.76,20.14,2.22,44.79,145.8,98.71,8.11
2021,6,17,18,26.68,19.71,2.64,14.59,24.77,98.78,8.28
2021,6,17,19,25.91,19.35,3.07,0,0,98.86,8.3
2021,6,17,20,25.48,19.29,3.3,0,0,98.92,7.82
2021,6,17,21,25.19,19.29,3.39,0,0,98.98,7.37
2021,6,17,22,25.08,19.23,3.43,0,0,99,7.06
2021,6,17,23,25.05,19.29,3.19,0,0,98.98,6.76
2021,6,18,0,25,19.35,2.69,0,0,98.94,6.28
2021,6,18,1,24.91,19.41,2.08,0,0,98.9,5.78
2021,6,18,2,24.88,19.41,1.61,0,0,98.88,5.64
2021,6,18,3,24.87,19.47,1.3,0,0,98.88,5.42
2021,6,18,4,25,19.53,1.23,0,0,98.88,5.19
2021,6,18,5,25.08,19.65,1.18,8.19,7.4,98.9,4.91
2021,6,18,6,25.65,19.96,1.26,15.29,99.5,98.94,4.5
2021,6,18,7,26.36,20.32,1.34,47.67,271.38,98.99,3.69
2021,6,18,8,27.44,20.57,1.32,93.27,478.3,99.05,3.62
2021,6,18,9,28.46,20.51,1,200.95,662.9,99.09,3.7
2021,6,18,10,29.35,20.57,0.82,271.56,803.7,99.09,3.59
2021,6,18,11,30.07,20.69,0.68,322.62,883.9,99.05,3.53
2021,6,18,12,30.6,20.57,0.64,417.97,960.98,98.98,3.69
2021,6,18,13,30.86,20.2,0.62,319.28,892.15,98.92,3.72
2021,6,18,14,30.94,19.78,0.66,268.16,761.92,98.86,3.7
2021,6,18,15,30.71,19.47,0.64,245.64,594.45,98.84,3.74
2021,6,18,16,30.24,19.53,0.61,96.05,381.8,98.86,4.03
2021,6,18,17,29.37,20.08,0.67,55.33,179.67,98.89,4.57
2021,6,18,18,28.01,20.63,0.7,17.01,29.42,98.94,5.14
2021,6,18,19,26.99,20.39,0.59,0,0,99,5.81
2021,6,18,20,26.67,20.26,0.48,0,0,99.08,6.19
2021,6,18,21,26.37,20.14,0.35,0,0,99.15,6.35
2021,6,18,22,26.04,19.9,0.24,0,0,99.16,6.3
2021,6,18,23,25.66,19.59,0.19,0,0,99.11,6.05
2021,6,19,0,25.3,19.35,0.18,0,0,99.05,5.71
2021,6,19,1,24.94,19.17,0.18,0,0,99,5.29
2021,6,19,2,24.66,18.98,0.22,0,0,98.98,4.9
2021,6,19,3,24.48,18.86,0.15,0,0,98.98,4.63
2021,6,19,4,24.4,18.8,0.13,0,0,99.01,4.67
2021,6,19,5,24.48,18.74,0.13,6.41,7.95,99.06,4.91
2021,6,19,6,25.13,18.92,0.13,65.75,113.88,99.13,4.95
2021,6,19,7,25.8,19.1,0.14,167.03,309.65,99.19,4.49
2021,6,19,8,26.73,19.17,0.12,303.77,516.7,99.23,5.72
2021,6,19,9,27.62,18.68,0.17,354.84,698.8,99.23,6.9
2021,6,19,10,28.54,18.55,0.24,259.27,831.85,99.21,6.76
2021,6,19,11,29.83,18.86,0.43,342.21,905.38,99.15,6.18
2021,6,19,12,30.88,19.41,0.57,176.41,902.88,99.07,5.19
2021,6,19,13,31.19,19.84,0.7,106.34,845.02,98.99,4
2021,6,19,14,31.12,20.02,0.69,67.31,722.1,98.91,2.84
2021,6,19,15,30.71,20.32,0.73,53.77,560.4,98.88,2
2021,6,19,16,29.98,20.57,0.87,55.98,362.25,98.87,1.6
2021,6,19,17,29.03,21.12,0.96,35.31,167.75,98.86,1.67
2021,6,19,18,28.13,21.24,1.19,13.72,28.4,98.9,1.65
2021,6,19,19,27.32,21.91,1.41,0,0,98.97,1.35
2021,6,19,20,26.99,21.67,1.61,0,0,99.05,0.52
2021,6,19,21,26.76,21.18,1.71,0,0,99.15,2.93
2021,6,19,22,26.41,20.81,1.55,0,0,99.22,4.27
2021,6,19,23,26.04,20.32,1.08,0,0,99.19,5.07
2021,6,20,0,25.77,19.9,0.59,0,0,99.11,6.05
2021,6,20,1,25.59,19.59,0.19,0,0,99.05,6.61
2021,6,20,2,25.4,19.47,0.07,0,0,99.03,6.4
2021,6,20,3,25.24,19.35,0.03,0,0,99.03,6.18
2021,6,20,4,25.08,19.23,0.03,0,0,99.05,6.03
2021,6,20,5,24.98,19.04,0.04,9.23,7.2,99.11,5.99
2021,6,20,6,25.44,19.17,0.18,47.13,100.17,99.17,5.61
2021,6,20,7,26.07,19.29,0.61,150.55,277.65,99.24,4.9
2021,6,20,8,27.08,19.47,0.73,274.5,480.3,99.29,5.33
2021,6,20,9,28.33,19.41,0.27,412.52,666.65,99.31,5.89
2021,6,20,10,29.51,19.35,0.2,504.66,807.12,99.31,5.92
2021,6,20,11,30.51,19.35,0.19,513.44,884.7,99.28,5.5
2021,6,20,12,31.01,19.47,0.26,602.1,897.58,99.22,4.95
2021,6,20,13,31.13,19.65,0.47,637.06,845.65,99.13,4.49
2021,6,20,14,30.97,19.9,0.68,522.29,730.35,99.06,4.36
2021,6,20,15,30.51,20.45,0.68,338.73,563.92,99.01,4.5
2021,6,20,16,30.02,20.87,0.62,221.58,365.65,98.99,4.99
2021,6,20,17,29.16,21.36,0.53,115.88,168.83,99,5.17
2021,6,20,18,28.01,21.61,0.47,21.4,28.42,99.03,5.42
2021,6,20,19,27.32,21.3,0.47,0,0,99.08,5.73
2021,6,20,20,27.08,21.12,0.46,0,0,99.13,6.01
2021,6,20,21,26.86,21,0.53,0,0,99.18,5.76
2021,6,20,22,26.63,20.87,0.62,0,0,99.2,5.48
2021,6,20,23,26.43,20.69,0.68,0,0,99.18,5.4
2021,6,21,0,26.21,20.51,0.73,0,0,99.15,5.34
2021,6,21,1,25.98,20.32,0.82,0,0,99.1,5.14
2021,6,21,2,25.76,20.14,0.95,0,0,99.08,4.94
2021,6,21,3,25.51,19.96,1.06,0,0,99.06,4.67
2021,6,21,4,25.3,19.84,1.08,0,0,99.07,4.32
2021,6,21,5,25.18,19.78,0.98,8.25,5.5,99.11,3.89
2021,6,21,6,25.86,20.02,0.86,41.09,70.58,99.18,3.48
2021,6,21,7,26.44,20.2,0.77,114.91,209.92,99.23,3.19
2021,6,21,8,27.27,20.32,0.65,222.8,398.25,99.27,3.68
2021,6,21,9,28.15,20.14,0.95,346.07,593.12,99.28,4.34
2021,6,21,10,28.87,19.96,0.69,387.34,736.25,99.27,4.69
2021,6,21,11,29.57,19.71,0.58,480.02,822.5,99.23,4.66
2021,6,21,12,30.16,19.59,0.43,586.41,861.15,99.17,4.31
2021,6,21,13,30.58,19.53,0.29,526.45,815.23,99.09,3.95
2021,6,21,14,30.85,19.53,0.16,605.16,701.75,99.03,3.63
2021,6,21,15,30.84,19.53,0.09,501.36,539.62,98.97,3.37
2021,6,21,16,30.49,19.78,0.07,320.12,351.42,98.94,3.25
2021,6,21,17,29.98,19.96,0.06,158.37,160.98,98.94,3.44
2021,6,21,18,28.69,21.12,0.06,28.91,28.1,98.98,3.45
2021,6,21,19,27.67,20.57,0.04,0,0,99.02,3.61
2021,6,21,20,27.21,20.26,0.08,0,0,99.08,3.92
2021,6,21,21,26.83,20.14,0.08,0,0,99.13,4.22
2021,6,21,22,26.53,20.02,0.05,0,0,99.16,4.42
2021,6,21,23,26.25,19.9,0.08,0,0,99.13,4.67
2021,6,22,0,25.98,19.78,0.14,0,0,99.08,5.01
2021,6,22,1,25.72,19.53,0.18,0,0,99.02,5.42
2021,6,22,2,25.48,19.35,0.23,0,0,98.98,5.77
2021,6,22,3,25.18,19.17,0.26,0,0,98.97,5.57
2021,6,22,4,24.93,19.04,0.11,0,0,98.98,4.99
2021,6,22,5,24.84,19.04,0.04,8.65,6.4,99.02,4.45
2021,6,22,6,25.59,19.23,0.04,51.7,84.73,99.08,3.68
2021,6,22,7,26.66,19.71,0.1,172.52,234.25,99.13,2.87
2021,6,22,8,28.9,19.78,0.24,281.65,416.27,99.16,2.86
2021,6,22,9,30.7,20.02,0.08,310.5,591.38,99.18,2.1
2021,6,22,10,31.73,20.32,0.09,253.35,710.92,99.18,1.22
2021,6,22,11,32.26,20.45,0.12,324.37,780.6,99.14,1.16
2021,6,22,12,32.52,20.51,0.13,454.98,860.1,99.07,1.86
2021,6,22,13,32.55,20.63,0.15,534.89,817.27,98.99,2.49
2021,6,22,14,32.12,20.87,0.2,499.72,695.4,98.93,3.15
2021,6,22,15,31.64,21.18,0.29,356.3,535.8,98.9,3.67
2021,6,22,16,30.88,21.42,0.35,230.96,337.05,98.88,4.06
2021,6,22,17,29.94,21.85,0.34,93.63,154.05,98.91,4.4
2021,6,22,18,28.77,22.28,0.28,24.78,26.55,98.95,4.58
2021,6,22,19,27.8,22.22,0.22,0,0,99.01,4.82
2021,6,22,20,27.38,22.03,0.15,0,0,99.07,4.75
2021,6,22,21,27.06,21.97,0.1,0,0,99.11,4.23
2021,6,22,22,26.86,21.85,0.08,0,0,99.12,3.63
2021,6,22,23,26.73,21.67,0.08,0,0,99.1,3.13
2021,6,23,0,26.61,21.55,0.1,0,0,99.06,2.71
2021,6,23,1,26.52,21.36,0.11,0,0,99.02,2.43
2021,6,23,2,26.4,21.24,0.1,0,0,98.99,2.27
2021,6,23,3,26.25,21.06,0.1,0,0,98.98,2.31
2021,6,23,4,26.12,20.87,0.07,0,0,98.99,2.46
2021,6,23,5,26.07,20.81,0.06,7.77,5.92,99.03,2.6
2021,6,23,6,26.94,21.06,0.05,54.06,79.33,99.09,2.64
2021,6,23,7,28.05,21.3,0.07,158.6,224.73,99.14,3.13
2021,6,23,8,29.26,21.36,0.08,288.27,402.77,99.18,4
2021,6,23,9,30.41,21.3,0.05,421.61,572.9,99.2,4.71
2021,6,23,10,31.23,21.18,0.05,569.88,701.17,99.2,5.12
2021,6,23,11,31.83,21.3,0.06,596.03,778.98,99.18,5.34
2021,6,23,12,31.9,21.36,0.1,509.91,887.7,99.11,5.54
2021,6,23,13,31.54,21.48,0.21,485,835.2,99.04,5.96
2021,6,23,14,31.09,21.61,0.39,367.27,713.58,98.97,6.51
2021,6,23,15,30.51,21.79,0.53,249.88,548.25,98.94,7.04
2021,6,23,16,29.74,21.97,0.73,183.41,348.6,98.92,7.3
2021,6,23,17,28.85,22.34,0.86,96.24,157.02,98.94,7.26
2021,6,23,18,28.05,22.46,0.74,30.66,27.77,98.99,7.58
2021,6,23,19,27.62,22.34,0.52,0,0,99.05,7.98
2021,6,23,20,27.45,22.16,0.4,0,0,99.1,8.17
2021,6,23,21,27.24,21.91,0.3,0,0,99.16,7.91
2021,6,23,22,26.98,21.61,0.21,0,0,99.18,7.5
2021,6,23,23,26.71,21.24,0.13,0,0,99.16,6.99
2021,6,24,0,26.44,21,0.06,0,0,99.11,6.36
2021,6,24,1,26.19,20.81,0.03,0,0,99.06,5.58
2021,6,24,2,25.93,20.57,0.01,0,0,99.03,4.83
2021,6,24,3,25.75,20.45,0.01,0,0,99.01,4.45
2021,6,24,4,25.56,20.26,0.01,0,0,99.01,4.46
2021,6,24,5,25.44,20.14,0.01,7.73,6.27,99.04,4.53
2021,6,24,6,26.37,20.45,0.01,65.32,83.77,99.1,3.94
2021,6,24,7,27.78,20.87,0.01,223.67,237.17,99.15,4.04
2021,6,24,8,29.75,20.26,0,355.92,404.62,99.18,4.3
2021,6,24,9,31.21,19.71,0,532.66,571.38,99.19,3.53
2021,6,24,10,32.17,19.65,0,688.86,707.38,99.17,3.05
2021,6,24,11,32.84,19.65,0,689.67,798.88,99.11,3.13
2021,6,24,12,33.25,19.59,0.01,729.33,925.2,99.04,3.48
2021,6,24,13,33.44,19.53,0.03,611.61,867.08,98.95,3.83
2021,6,24,14,33.46,19.65,0.04,529.51,741.8,98.88,4.18
2021,6,24,15,33.01,19.65,0.05,495.95,567.4,98.83,4.76
2021,6,24,16,32.29,19.78,0.05,305.88,367.95,98.82,5.52
2021,6,24,17,30.82,20.51,0.05,155.09,170.42,98.84,6.28
2021,6,24,18,28.97,21.18,0.06,29.86,30.4,98.91,7
2021,6,24,19,27.72,21.18,0.05,0,0,98.98,7.52
2021,6,24,20,27.14,21.12,0.03,0,0,99.05,7.4
2021,6,24,21,26.72,21.06,0.02,0,0,99.11,6.67
2021,6,24,22,26.4,20.94,0.01,0,0,99.11,5.89
2021,6,24,23,26.17,20.81,0.01,0,0,99.07,5.35
2021,6,25,0,25.94,20.69,0,0,0,99.02,4.83
2021,6,25,1,25.76,20.57,0,0,0,98.97,4.32
2021,6,25,2,25.65,20.45,0,0,0,98.93,3.93
2021,6,25,3,25.54,20.32,0,0,0,98.9,3.8
2021,6,25,4,25.4,20.2,0.01,0,0,98.89,3.6
2021,6,25,5,25.35,20.14,0.01,7.92,6.42,98.9,3.11
2021,6,25,6,26.47,20.57,0.01,72.53,87.55,98.95,2.18
2021,6,25,7,28.16,20.39,0.01,221.61,241.2,99,1.02
2021,6,25,8,29.76,19.71,0.01,363.8,416.6,99.04,0.55
2021,6,25,9,30.87,19.47,0.19,471.47,594.58,99.05,0.68
2021,6,25,10,31.84,19.53,0.23,607.98,735.8,99.03,0.8
2021,6,25,11,32.61,19.59,0.35,659.7,828.25,98.98,0.83
2021,6,25,12,33.09,19.59,0.33,679.97,941.98,98.89,0.79
2021,6,25,13,33.4,19.59,0.43,611.34,879.23,98.8,0.73
2021,6,25,14,33.5,19.53,0.41,559.41,747.7,98.72,0.76
2021,6,25,15,33.36,19.41,0.38,434.45,576.05,98.68,0.87
2021,6,25,16,32.87,19.47,0.35,289.2,365.92,98.67,1.14
2021,6,25,17,32.17,20.32,0.28,144.15,168.77,98.7,1.76
2021,6,25,18,30.63,20.75,0.14,32.62,29.65,98.75,2.72
2021,6,25,19,28.95,22.16,0.15,0,0,98.83,4.01
2021,6,25,20,28.17,21.55,0.17,0,0,98.9,5.06
2021,6,25,21,27.6,21.36,0.17,0,0,98.96,5.32
2021,6,25,22,27.19,21.36,0.19,0,0,99,5.15
2021,6,25,23,26.85,21.36,0.26,0,0,98.98,4.88
2021,6,26,0,26.58,21.36,0.41,0,0,98.95,4.49
2021,6,26,1,26.41,21.3,0.64,0,0,98.92,4.18
2021,6,26,2,26.21,21.18,0.65,0,0,98.88,4
2021,6,26,3,26.06,21,0.8,0,0,98.87,4.14
2021,6,26,4,25.9,20.81,0.9,0,0,98.89,4.11
2021,6,26,5,25.83,20.69,0.83,8.23,6.23,98.97,3.75
2021,6,26,6,26.73,20.94,0.74,78.09,90.02,99.08,3.15
2021,6,26,7,27.9,20.63,0.85,221.97,253.05,99.15,3.3
2021,6,26,8,29.16,20.39,1,397.84,441.1,99.19,3.57
2021,6,26,9,30.23,20.51,0.03,536.84,603.1,99.21,4.22
2021,6,26,10,31.12,20.57,0.05,704.69,751.95,99.2,4.84
2021,6,26,11,31.74,20.75,0.05,775.52,841.83,99.16,5.25
2021,6,26,12,32.13,20.87,0.05,827.69,919.33,99.09,5.49
2021,6,26,13,32.3,20.94,0.04,659.82,855.38,99.01,5.59
2021,6,26,14,32.38,20.94,0.04,569.86,734.52,98.97,5.63
2021,6,26,15,32.23,20.87,0.02,465.59,583.73,98.93,5.53
